id,savetime,filename,stationid,datatime,temperature,humidity,pressure,ws_10,wd_10,ws_30,wd_30,ws_50,wd_50,ws_70,wd_70,ws_hub,wd_hub
441,2024-11-30 19:10:33,DPDFDC_CFT_20241130_1915.WPD,41,2024-11-30 19:15:00,10.92,55.69,1008.95,6.65,1.36,6.71,1.42,6.67,1.37,6.86,1.34,6.86,1.34
443,2024-11-30 19:15:33,DPDFDC_CFT_20241130_1920.WPD,41,2024-11-30 19:20:00,10.71,56.33,1040.11,6.4,1.61,6.79,343.26,6.73,3.49,6.72,5.95,6.72,5.95
445,2024-11-30 19:20:32,DPDFDC_CFT_20241130_1925.WPD,41,2024-11-30 19:25:00,10.79,57.11,1009.86,6.69,349.87,6.7,356.39,6.6,353.39,6.91,349.63,6.91,349.63
447,2024-11-30 19:25:32,DPDFDC_CFT_20241130_1930.WPD,41,2024-11-30 19:30:00,10.51,57.31,1039.6,6.39,342.57,6.48,13.53,6.59,346.68,6.83,351.27,6.83,351.27
449,2024-11-30 19:30:32,DPDFDC_CFT_20241130_1935.WPD,41,2024-11-30 19:35:00,10.67,56.15,991.2,6.57,2.58,6.43,2.6,6.58,2.52,6.74,2.49,6.74,2.49
451,2024-11-30 19:35:33,DPDFDC_CFT_20241130_1940.WPD,41,2024-11-30 19:40:00,10.2,57.07,1040.08,6.51,1.74,6.68,1.69,6.72,1.74,6.96,1.66,6.96,1.66
452,2024-12-01 14:51:08,DPDFDC_CFT_20241130_1945.WPD,41,2024-11-30 19:45:00,10.45,56.66,1010.01,6.68,15.33,6.7,8.89,6.5,9.47,7.01,348.43,7.01,348.43
454,2024-12-01 14:51:38,DPDFDC_CFT_20241130_1950.WPD,41,2024-11-30 19:50:00,10.51,58.44,1009.58,6.53,0.03,6.43,0.03,6.57,0.03,6.72,0.03,6.72,0.03
456,2024-12-01 14:52:08,DPDFDC_CFT_20241130_1955.WPD,41,2024-11-30 19:55:00,10.18,57.48,1015.55,6.42,346.43,6.35,342.91,6.54,3.91,6.7,11.69,6.7,11.69
458,2024-12-01 14:52:48,DPDFDC_CFT_20241130_2000.WPD,41,2024-11-30 20:00:00,10.14,59.11,1046.42,6.51,12.81,6.5,350.4,6.63,2.26,6.74,7.0,6.74,7.0
460,2024-12-01 14:53:18,DPDFDC_CFT_20241130_2005.WPD,41,2024-11-30 20:05:00,10.29,57.5,1011.99,6.64,343.54,6.74,1.8,6.84,9.98,7.11,10.46,7.11,10.46
462,2024-12-01 14:53:48,DPDFDC_CFT_20241130_2010.WPD,41,2024-11-30 20:10:00,9.85,58.18,1041.68,6.69,346.9,6.79,346.96,6.77,352.77,7.06,352.27,7.06,352.27
464,2024-12-01 14:54:28,DPDFDC_CFT_20241130_2015.WPD,41,2024-11-30 20:15:00,9.77,58.44,1029.81,6.71,4.98,6.89,4.67,6.87,4.75,7.04,4.69,7.04,4.69
466,2024-12-01 14:54:58,DPDFDC_CFT_20241130_2020.WPD,41,2024-11-30 20:20:00,9.82,58.87,1011.1,6.71,4.49,6.96,4.54,6.85,4.6,7.17,4.42,7.17,4.42
468,2024-12-01 14:55:28,DPDFDC_CFT_20241130_2025.WPD,41,2024-11-30 20:25:00,9.63,58.45,1019.19,6.72,1.57,6.89,1.47,6.95,1.46,7.19,1.5,7.19,1.5
470,2024-12-01 14:56:08,DPDFDC_CFT_20241130_2030.WPD,41,2024-11-30 20:30:00,9.55,57.58,1022.38,6.98,2.21,6.67,2.27,6.77,2.33,6.96,2.28,6.96,2.28
472,2024-12-01 14:56:38,DPDFDC_CFT_20241130_2035.WPD,41,2024-11-30 20:35:00,9.72,59.66,1033.74,6.9,0.44,6.93,0.42,6.82,0.44,7.24,0.43,7.24,0.43
474,2024-12-01 14:57:08,DPDFDC_CFT_20241130_2040.WPD,41,2024-11-30 20:40:00,9.77,58.34,1001.53,7.02,2.53,6.89,2.54,7.05,2.55,7.28,2.55,7.28,2.55
476,2024-12-01 14:57:48,DPDFDC_CFT_20241130_2045.WPD,41,2024-11-30 20:45:00,9.52,59.18,1018.26,7.17,1.63,7.13,1.53,7.2,1.53,7.44,1.51,7.44,1.51
478,2024-12-01 14:58:18,DPDFDC_CFT_20241130_2050.WPD,41,2024-11-30 20:50:00,9.25,58.49,988.71,7.48,1.7,7.37,1.7,7.68,1.69,7.61,1.75,7.61,1.75
480,2024-12-01 14:58:48,DPDFDC_CFT_20241130_2055.WPD,41,2024-11-30 20:55:00,9.34,59.12,1030.01,7.39,1.82,7.85,1.72,7.69,1.74,7.9,1.74,7.9,1.74
482,2024-12-01 14:59:28,DPDFDC_CFT_20241130_2100.WPD,41,2024-11-30 21:00:00,9.17,59.18,1011.76,7.64,6.32,7.77,11.75,7.62,8.94,7.96,5.74,7.96,5.74
484,2024-12-01 14:59:58,DPDFDC_CFT_20241130_2105.WPD,41,2024-11-30 21:05:00,9.28,60.67,1015.71,7.51,3.77,7.3,3.57,7.52,3.75,7.65,3.79,7.65,3.79
486,2024-12-01 15:00:28,DPDFDC_CFT_20241130_2110.WPD,41,2024-11-30 21:10:00,9.26,60.21,1015.46,7.52,1.1,7.54,1.07,7.42,1.08,7.78,1.06,7.78,1.06
488,2024-12-01 15:01:08,DPDFDC_CFT_20241130_2115.WPD,41,2024-11-30 21:15:00,9.25,61.05,1003.78,7.45,0.45,7.51,0.46,7.46,0.46,7.88,0.45,7.88,0.45
490,2024-12-01 15:01:38,DPDFDC_CFT_20241130_2120.WPD,41,2024-11-30 21:20:00,9.35,60.71,1028.82,7.64,2.81,7.54,2.75,7.59,3.0,7.86,3.02,7.86,3.02
492,2024-12-01 15:02:08,DPDFDC_CFT_20241130_2125.WPD,41,2024-11-30 21:25:00,8.91,59.33,1019.58,7.59,4.28,7.76,4.1,7.79,4.14,8.05,4.32,8.05,4.32
494,2024-12-01 15:02:48,DPDFDC_CFT_20241130_2130.WPD,41,2024-11-30 21:30:00,9.15,60.18,1046.7,7.93,4.29,7.91,4.31,7.89,4.25,8.14,4.24,8.14,4.24
496,2024-12-01 15:03:18,DPDFDC_CFT_20241130_2135.WPD,41,2024-11-30 21:35:00,9.06,60.98,1024.68,7.72,5.93,7.81,6.44,7.84,6.13,7.93,6.16,7.93,6.16
498,2024-12-01 15:03:48,DPDFDC_CFT_20241130_2140.WPD,41,2024-11-30 21:40:00,9.13,59.06,1005.66,7.5,3.99,7.71,3.94,7.65,3.9,7.83,3.81,7.83,3.81
500,2024-12-01 15:04:28,DPDFDC_CFT_20241130_2145.WPD,41,2024-11-30 21:45:00,8.64,58.78,1029.46,7.64,349.56,7.58,2.73,7.55,346.95,7.88,343.1,7.88,343.1
502,2024-12-01 15:04:58,DPDFDC_CFT_20241130_2150.WPD,41,2024-11-30 21:50:00,8.86,59.21,1046.98,7.54,0.31,7.53,0.3,7.51,0.31,7.77,0.3,7.77,0.3
504,2024-12-01 15:05:28,DPDFDC_CFT_20241130_2155.WPD,41,2024-11-30 21:55:00,8.9,59.75,1046.38,7.64,5.08,7.59,5.38,7.82,5.53,7.93,5.08,7.93,5.08
506,2024-12-01 15:06:08,DPDFDC_CFT_20241130_2200.WPD,41,2024-11-30 22:00:00,9.03,60.33,1033.6,7.77,341.3,7.81,354.07,7.86,345.3,7.94,352.21,7.94,352.21
508,2024-12-01 15:06:38,DPDFDC_CFT_20241130_2205.WPD,41,2024-11-30 22:05:00,8.91,59.95,1027.61,7.51,0.09,7.89,0.09,7.75,0.1,8.05,0.1,8.05,0.1
510,2024-12-01 15:07:08,DPDFDC_CFT_20241130_2210.WPD,41,2024-11-30 22:10:00,8.61,59.15,1038.98,7.9,1.34,7.85,1.41,7.85,1.39,8.2,1.33,8.2,1.33
512,2024-12-01 15:07:48,DPDFDC_CFT_20241130_2215.WPD,41,2024-11-30 22:15:00,8.67,59.84,987.02,7.91,1.54,7.77,1.54,7.87,1.47,8.29,1.56,8.29,1.56
514,2024-12-01 15:08:18,DPDFDC_CFT_20241130_2220.WPD,41,2024-11-30 22:20:00,8.57,60.02,1031.01,7.85,2.63,7.85,2.8,7.98,2.79,8.3,2.63,8.3,2.63
516,2024-12-01 15:08:48,DPDFDC_CFT_20241130_2225.WPD,41,2024-11-30 22:25:00,8.76,59.08,1016.31,7.62,1.63,7.95,1.69,8.21,1.63,8.32,1.7,8.32,1.7
518,2024-12-01 15:09:28,DPDFDC_CFT_20241130_2230.WPD,41,2024-11-30 22:30:00,8.5,60.03,1018.89,8.06,1.79,8.01,1.83,8.03,1.77,8.28,1.79,8.28,1.79
520,2024-12-01 15:09:58,DPDFDC_CFT_20241130_2235.WPD,41,2024-11-30 22:35:00,8.52,59.33,1030.09,7.92,0.71,8.18,0.7,8.17,0.72,8.18,0.74,8.18,0.74
522,2024-12-01 15:10:28,DPDFDC_CFT_20241130_2240.WPD,41,2024-11-30 22:40:00,8.45,59.57,1025.63,8.2,2.4,8.28,2.27,8.12,2.3,8.4,2.28,8.4,2.28
524,2024-12-01 15:11:08,DPDFDC_CFT_20241130_2245.WPD,41,2024-11-30 22:45:00,8.72,59.82,1013.39,7.81,1.28,7.92,1.28,7.95,1.29,8.2,1.23,8.2,1.23
526,2024-12-01 15:11:38,DPDFDC_CFT_20241130_2250.WPD,41,2024-11-30 22:50:00,8.68,61.59,1015.32,7.75,1.77,7.76,1.82,7.72,1.73,8.01,1.71,8.01,1.71
528,2024-12-01 15:12:08,DPDFDC_CFT_20241130_2255.WPD,41,2024-11-30 22:55:00,8.32,60.01,1045.54,7.68,4.57,7.95,4.83,8.0,4.53,8.37,4.51,8.37,4.51
530,2024-12-01 15:12:48,DPDFDC_CFT_20241130_2300.WPD,41,2024-11-30 23:00:00,8.44,60.06,1023.48,7.99,4.11,8.03,3.98,8.27,4.06,8.19,4.21,8.19,4.21
532,2024-12-01 15:13:18,DPDFDC_CFT_20241130_2305.WPD,41,2024-11-30 23:05:00,8.5,60.04,1038.79,7.9,4.11,7.98,4.04,7.94,4.12,8.23,3.88,8.23,3.88
534,2024-12-01 15:13:48,DPDFDC_CFT_20241130_2310.WPD,41,2024-11-30 23:10:00,8.47,61.77,1037.53,7.83,2.9,7.99,3.03,8.08,3.16,8.34,3.03,8.34,3.03
536,2024-12-01 15:14:28,DPDFDC_CFT_20241130_2315.WPD,41,2024-11-30 23:15:00,8.42,59.82,1020.81,8.01,2.57,8.15,2.6,7.93,2.64,8.26,2.57,8.26,2.57
538,2024-12-01 15:14:58,DPDFDC_CFT_20241130_2320.WPD,41,2024-11-30 23:20:00,8.4,59.36,1029.26,7.94,2.52,8.24,2.35,7.93,2.37,8.37,2.39,8.37,2.39
540,2024-12-01 15:15:28,DPDFDC_CFT_20241130_2325.WPD,41,2024-11-30 23:25:00,8.39,61.59,1035.79,8.08,1.81,8.05,1.79,7.96,1.67,8.23,1.84,8.23,1.84
542,2024-12-01 15:16:08,DPDFDC_CFT_20241130_2330.WPD,41,2024-11-30 23:30:00,7.93,60.08,1048.61,7.75,4.07,7.86,4.29,8.22,4.37,8.03,4.49,8.03,4.49
544,2024-12-01 15:16:38,DPDFDC_CFT_20241130_2335.WPD,41,2024-11-30 23:35:00,8.19,60.58,1023.25,7.98,351.71,7.99,2.69,8.14,341.67,8.14,353.15,8.14,353.15
546,2024-12-01 15:17:08,DPDFDC_CFT_20241130_2340.WPD,41,2024-11-30 23:40:00,8.13,60.22,1022.05,8.02,2.38,8.09,17.4,7.96,352.1,8.09,346.63,8.09,346.63
548,2024-12-01 15:17:48,DPDFDC_CFT_20241130_2345.WPD,41,2024-11-30 23:45:00,8.02,62.19,1016.7,7.92,10.39,7.91,13.95,8.0,5.37,8.16,341.62,8.16,341.62
550,2024-12-01 15:18:18,DPDFDC_CFT_20241130_2350.WPD,41,2024-11-30 23:50:00,8.13,61.77,998.4,7.82,4.28,7.92,4.35,8.12,4.13,7.95,4.24,7.95,4.24
552,2024-12-01 15:18:48,DPDFDC_CFT_20241130_2355.WPD,41,2024-11-30 23:55:00,8.0,60.12,1036.96,7.9,2.13,7.73,2.03,7.8,2.08,8.08,1.98,8.08,1.98
2,2024-12-01 15:19:28,DPDFDC_CFT_20241201_0000.WPD,41,2024-12-01 00:00:00,8.02,61.54,1034.5,7.56,7.24,7.61,7.34,7.83,7.09,8.02,6.83,8.02,6.83
4,2024-12-01 15:19:58,DPDFDC_CFT_20241201_0005.WPD,41,2024-12-01 00:05:00,7.98,60.37,1015.95,7.6,1.3,7.82,1.32,7.81,1.4,7.81,1.32,7.81,1.32
6,2024-12-01 15:20:28,DPDFDC_CFT_20241201_0010.WPD,41,2024-12-01 00:10:00,8.12,64.25,1032.96,7.76,3.12,7.84,2.92,7.89,3.13,7.87,3.14,7.87,3.14
8,2024-12-01 15:21:08,DPDFDC_CFT_20241201_0015.WPD,41,2024-12-01 00:15:00,8.43,62.64,1026.75,7.4,2.77,7.73,2.84,7.81,2.9,7.97,2.85,7.97,2.85
10,2024-12-01 15:21:38,DPDFDC_CFT_20241201_0020.WPD,41,2024-12-01 00:20:00,8.31,62.76,1047.36,7.39,0.78,7.51,353.63,7.51,347.1,7.82,354.63,7.82,354.63
12,2024-12-01 15:22:08,DPDFDC_CFT_20241201_0025.WPD,41,2024-12-01 00:25:00,8.17,63.75,1034.82,7.26,4.07,7.3,4.1,7.25,3.79,7.49,3.8,7.49,3.8
14,2024-12-01 15:22:48,DPDFDC_CFT_20241201_0030.WPD,41,2024-12-01 00:30:00,8.11,64.27,999.69,7.26,0.45,7.19,0.42,7.18,0.45,7.56,0.44,7.56,0.44
16,2024-12-01 15:23:18,DPDFDC_CFT_20241201_0035.WPD,41,2024-12-01 00:35:00,8.27,61.78,1017.66,7.16,2.07,7.23,2.2,7.36,2.25,7.43,2.14,7.43,2.14
18,2024-12-01 15:23:48,DPDFDC_CFT_20241201_0040.WPD,41,2024-12-01 00:40:00,8.01,63.52,1020.11,7.12,0.92,7.27,0.95,7.39,0.9,7.53,0.94,7.53,0.94
20,2024-12-01 15:24:28,DPDFDC_CFT_20241201_0045.WPD,41,2024-12-01 00:45:00,7.9,62.93,1058.49,7.02,4.98,7.13,4.62,7.35,4.96,7.51,4.81,7.51,4.81
22,2024-12-01 15:24:58,DPDFDC_CFT_20241201_0050.WPD,41,2024-12-01 00:50:00,7.92,62.43,1012.77,7.08,0.78,7.08,0.79,7.19,0.81,7.42,0.81,7.42,0.81
24,2024-12-01 15:25:28,DPDFDC_CFT_20241201_0055.WPD,41,2024-12-01 00:55:00,7.79,64.56,1029.79,6.98,4.36,6.92,4.65,7.06,4.38,7.14,4.67,7.14,4.67
26,2024-12-01 15:26:08,DPDFDC_CFT_20241201_0100.WPD,41,2024-12-01 01:00:00,7.98,65.47,1018.24,6.8,5.3,6.7,5.36,6.79,5.0,7.08,5.46,7.08,5.46
28,2024-12-01 15:26:38,DPDFDC_CFT_20241201_0105.WPD,41,2024-12-01 01:05:00,7.79,62.97,1039.22,6.83,2.96,6.9,3.12,7.01,3.01,7.28,2.96,7.28,2.96
30,2024-12-01 15:27:08,DPDFDC_CFT_20241201_0110.WPD,41,2024-12-01 01:10:00,7.8,63.81,1034.16,6.84,4.3,6.96,3.95,7.06,4.21,7.15,4.26,7.15,4.26
32,2024-12-01 15:27:48,DPDFDC_CFT_20241201_0115.WPD,41,2024-12-01 01:15:00,7.76,64.3,1017.77,6.5,5.16,6.77,353.98,6.86,0.11,6.93,355.48,6.93,355.48
34,2024-12-01 15:28:18,DPDFDC_CFT_20241201_0120.WPD,41,2024-12-01 01:20:00,7.73,64.51,1038.3,6.51,9.61,6.45,356.72,6.59,4.06,6.87,11.82,6.87,11.82
36,2024-12-01 15:28:48,DPDFDC_CFT_20241201_0125.WPD,41,2024-12-01 01:25:00,7.83,63.8,1022.51,6.45,3.79,6.6,3.72,6.46,3.55,6.66,3.64,6.66,3.64
38,2024-12-01 15:29:27,DPDFDC_CFT_20241201_0130.WPD,41,2024-12-01 01:30:00,7.5,63.37,1027.04,6.46,3.71,6.66,3.64,6.76,3.62,6.64,3.85,6.64,3.85
40,2024-12-01 15:29:58,DPDFDC_CFT_20241201_0135.WPD,41,2024-12-01 01:35:00,7.49,65.43,1040.15,6.63,1.25,6.69,1.33,6.67,1.23,6.88,1.27,6.88,1.27
42,2024-12-01 15:30:28,DPDFDC_CFT_20241201_0140.WPD,41,2024-12-01 01:40:00,7.63,65.17,1028.32,6.51,1.83,6.48,1.91,6.69,1.88,6.82,1.85,6.82,1.85
44,2024-12-01 15:31:07,DPDFDC_CFT_20241201_0145.WPD,41,2024-12-01 01:45:00,7.55,64.54,1040.04,6.6,1.71,6.63,1.79,6.72,1.85,6.95,1.84,6.95,1.84
46,2024-12-01 15:31:37,DPDFDC_CFT_20241201_0150.WPD,41,2024-12-01 01:50:00,7.51,65.3,1006.12,6.44,2.89,6.75,2.64,6.67,2.76,6.65,2.68,6.65,2.68
48,2024-12-01 15:32:07,DPDFDC_CFT_20241201_0155.WPD,41,2024-12-01 01:55:00,7.61,66.45,1030.64,6.69,0.79,6.74,0.76,6.51,0.79,6.84,0.77,6.84,0.77
50,2024-12-01 15:32:47,DPDFDC_CFT_20241201_0200.WPD,41,2024-12-01 02:00:00,7.48,64.25,1032.26,6.73,0.13,6.89,0.13,6.86,0.13,7.08,0.12,7.08,0.12
52,2024-12-01 15:33:17,DPDFDC_CFT_20241201_0205.WPD,41,2024-12-01 02:05:00,7.56,66.4,1009.8,6.96,9.73,6.88,354.15,7.05,341.87,7.04,2.53,7.04,2.53
54,2024-12-01 15:33:47,DPDFDC_CFT_20241201_0210.WPD,41,2024-12-01 02:10:00,7.39,64.55,1044.98,6.84,1.1,7.01,352.3,6.96,0.27,7.3,14.23,7.3,14.23
56,2024-12-01 15:34:28,DPDFDC_CFT_20241201_0215.WPD,41,2024-12-01 02:15:00,7.29,66.83,1018.01,7.08,4.5,6.97,11.74,7.16,349.69,7.37,354.65,7.37,354.65
58,2024-12-01 15:34:57,DPDFDC_CFT_20241201_0220.WPD,41,2024-12-01 02:20:00,7.31,66.32,1007.74,7.03,3.49,7.22,354.43,7.34,7.44,7.51,358.64,7.51,358.64
60,2024-12-01 15:35:27,DPDFDC_CFT_20241201_0225.WPD,41,2024-12-01 02:25:00,7.23,65.03,1032.51,7.06,12.78,7.27,358.19,7.34,341.41,7.58,353.99,7.58,353.99
62,2024-12-01 15:36:07,DPDFDC_CFT_20241201_0230.WPD,41,2024-12-01 02:30:00,7.17,65.68,1038.1,7.32,6.77,7.39,4.8,7.47,358.61,7.58,15.0,7.58,15.0
64,2024-12-01 15:36:37,DPDFDC_CFT_20241201_0235.WPD,41,2024-12-01 02:35:00,7.35,65.66,1024.85,7.14,1.18,7.46,1.25,7.37,1.22,7.43,1.19,7.43,1.19
66,2024-12-01 15:37:07,DPDFDC_CFT_20241201_0240.WPD,41,2024-12-01 02:40:00,6.95,65.29,1014.39,7.16,2.13,7.26,2.15,7.17,2.08,7.49,2.0,7.49,2.0
68,2024-12-01 15:37:47,DPDFDC_CFT_20241201_0245.WPD,41,2024-12-01 02:45:00,7.19,66.54,1029.02,6.98,1.39,7.19,1.38,7.44,1.45,7.72,1.45,7.72,1.45
70,2024-12-01 15:38:17,DPDFDC_CFT_20241201_0250.WPD,41,2024-12-01 02:50:00,6.91,66.65,1055.82,7.15,1.33,7.4,1.4,7.57,1.34,7.45,1.42,7.45,1.42
72,2024-12-01 15:38:47,DPDFDC_CFT_20241201_0255.WPD,41,2024-12-01 02:55:00,7.18,67.0,1032.44,7.15,4.87,7.46,5.12,7.38,5.07,7.45,4.82,7.45,4.82
74,2024-12-01 15:39:27,DPDFDC_CFT_20241201_0300.WPD,41,2024-12-01 03:00:00,6.91,67.21,1021.75,7.5,3.25,7.37,3.02,7.69,3.11,7.93,3.13,7.93,3.13
76,2024-12-01 15:39:57,DPDFDC_CFT_20241201_0305.WPD,41,2024-12-01 03:05:00,7.04,66.89,1026.61,7.46,4.07,7.5,3.86,7.46,4.04,7.68,3.92,7.68,3.92
78,2024-12-01 15:40:27,DPDFDC_CFT_20241201_0310.WPD,41,2024-12-01 03:10:00,6.85,67.12,1035.47,7.14,3.78,7.46,3.79,7.3,3.52,7.64,3.7,7.64,3.7
80,2024-12-01 15:41:07,DPDFDC_CFT_20241201_0315.WPD,41,2024-12-01 03:15:00,7.07,68.1,1022.4,7.18,4.95,7.33,5.22,7.37,5.04,7.74,5.02,7.74,5.02
82,2024-12-01 15:41:37,DPDFDC_CFT_20241201_0320.WPD,41,2024-12-01 03:20:00,6.74,66.07,1012.6,7.5,4.72,7.4,4.44,7.53,4.73,7.71,4.47,7.71,4.47
84,2024-12-01 15:42:07,DPDFDC_CFT_20241201_0325.WPD,41,2024-12-01 03:25:00,6.6,65.91,1030.63,7.45,1.75,7.55,1.7,7.44,1.72,7.66,1.67,7.66,1.67
86,2024-12-01 15:42:47,DPDFDC_CFT_20241201_0330.WPD,41,2024-12-01 03:30:00,6.89,67.39,1034.19,7.49,3.46,7.44,3.38,7.61,3.52,7.77,3.51,7.77,3.51
88,2024-12-01 15:43:17,DPDFDC_CFT_20241201_0335.WPD,41,2024-12-01 03:35:00,6.83,69.12,1042.83,7.39,2.31,7.56,2.3,7.69,2.16,7.58,2.17,7.58,2.17
90,2024-12-01 15:43:47,DPDFDC_CFT_20241201_0340.WPD,41,2024-12-01 03:40:00,6.69,66.96,1021.95,7.3,2.41,7.22,2.29,7.4,2.36,7.76,2.28,7.76,2.28
92,2024-12-01 15:44:28,DPDFDC_CFT_20241201_0345.WPD,41,2024-12-01 03:45:00,6.84,68.11,1026.4,7.43,2.49,7.37,2.55,7.55,2.47,7.73,2.46,7.73,2.46
94,2024-12-01 15:44:57,DPDFDC_CFT_20241201_0350.WPD,41,2024-12-01 03:50:00,6.77,68.35,1025.52,7.26,1.77,7.24,1.66,7.39,1.76,7.65,1.78,7.65,1.78
96,2024-12-01 15:45:27,DPDFDC_CFT_20241201_0355.WPD,41,2024-12-01 03:55:00,6.54,67.56,1037.35,7.27,1.8,7.6,1.94,7.63,1.91,7.67,1.79,7.67,1.79
98,2024-12-01 15:46:07,DPDFDC_CFT_20241201_0400.WPD,41,2024-12-01 04:00:00,6.42,69.77,1019.61,7.31,0.81,7.41,0.79,7.54,0.82,7.69,0.82,7.69,0.82
100,2024-12-01 15:46:37,DPDFDC_CFT_20241201_0405.WPD,41,2024-12-01 04:05:00,6.63,68.32,1019.95,7.3,2.45,7.37,2.4,7.57,2.38,7.79,2.49,7.79,2.49
102,2024-12-01 15:47:07,DPDFDC_CFT_20241201_0410.WPD,41,2024-12-01 04:10:00,6.54,68.75,1024.27,7.24,3.79,7.35,3.88,7.56,3.7,7.59,3.67,7.59,3.67
104,2024-12-01 15:47:47,DPDFDC_CFT_20241201_0415.WPD,41,2024-12-01 04:15:00,6.58,70.54,1023.75,7.3,2.87,7.29,2.74,7.17,2.8,7.64,2.79,7.64,2.79
106,2024-12-01 15:48:17,DPDFDC_CFT_20241201_0420.WPD,41,2024-12-01 04:20:00,6.5,68.64,1004.17,7.08,2.91,7.26,3.03,7.29,3.14,7.46,3.0,7.46,3.0
108,2024-12-01 15:48:47,DPDFDC_CFT_20241201_0425.WPD,41,2024-12-01 04:25:00,6.49,68.85,1048.21,7.2,3.77,7.45,3.91,7.46,3.72,7.8,4.0,7.8,4.0
110,2024-12-01 15:49:27,DPDFDC_CFT_20241201_0430.WPD,41,2024-12-01 04:30:00,6.59,70.84,1058.37,6.98,4.85,7.3,4.89,7.4,4.92,7.5,4.58,7.5,4.58
112,2024-12-01 15:49:57,DPDFDC_CFT_20241201_0435.WPD,41,2024-12-01 04:35:00,6.47,67.23,1048.13,7.16,4.04,7.16,3.81,7.38,4.14,7.54,4.07,7.54,4.07
114,2024-12-01 15:50:27,DPDFDC_CFT_20241201_0440.WPD,41,2024-12-01 04:40:00,6.3,68.36,1021.41,7.41,1.04,7.32,1.08,7.56,1.06,7.52,1.13,7.52,1.13
116,2024-12-01 15:51:07,DPDFDC_CFT_20241201_0445.WPD,41,2024-12-01 04:45:00,6.49,68.43,1021.51,7.62,1.82,7.62,1.96,7.58,1.91,7.74,1.82,7.74,1.82
118,2024-12-01 15:51:37,DPDFDC_CFT_20241201_0450.WPD,41,2024-12-01 04:50:00,6.33,69.85,1004.12,7.5,2.71,7.67,2.75,7.7,2.87,7.82,2.9,7.82,2.9
120,2024-12-01 15:52:07,DPDFDC_CFT_20241201_0455.WPD,41,2024-12-01 04:55:00,6.22,71.05,1035.89,7.42,2.11,7.65,2.03,7.39,2.08,7.67,2.03,7.67,2.03
122,2024-12-01 15:52:47,DPDFDC_CFT_20241201_0500.WPD,41,2024-12-01 05:00:00,6.35,70.85,1008.35,7.36,2.97,7.51,3.15,7.48,2.9,7.58,3.0,7.58,3.0
124,2024-12-01 15:53:18,DPDFDC_CFT_20241201_0505.WPD,41,2024-12-01 05:05:00,6.32,70.91,986.64,7.32,3.87,7.46,3.85,7.38,3.96,7.56,4.09,7.56,4.09
126,2024-12-01 15:53:48,DPDFDC_CFT_20241201_0510.WPD,41,2024-12-01 05:10:00,6.33,68.78,1025.03,7.07,2.92,7.11,2.92,7.22,2.95,7.34,2.86,7.34,2.86
128,2024-12-01 15:54:28,DPDFDC_CFT_20241201_0515.WPD,41,2024-12-01 05:15:00,6.31,69.77,1021.94,6.95,0.72,7.28,0.69,7.17,0.7,7.44,0.69,7.44,0.69
130,2024-12-01 15:54:58,DPDFDC_CFT_20241201_0520.WPD,41,2024-12-01 05:20:00,6.34,69.49,1030.83,7.01,3.35,7.2,3.29,7.11,3.61,7.36,3.6,7.36,3.6
132,2024-12-01 15:55:28,DPDFDC_CFT_20241201_0525.WPD,41,2024-12-01 05:25:00,6.28,70.62,1041.66,6.95,352.02,6.92,14.59,7.05,344.23,7.31,14.49,7.31,14.49
134,2024-12-01 15:56:08,DPDFDC_CFT_20241201_0530.WPD,41,2024-12-01 05:30:00,6.37,69.71,1023.99,6.74,0.01,6.68,181.4,6.64,192.58,6.99,204.96,6.99,204.96
136,2024-12-01 15:56:38,DPDFDC_CFT_20241201_0535.WPD,41,2024-12-01 05:35:00,6.14,70.15,1009.5,6.51,2.49,6.68,2.5,6.63,2.34,6.89,2.37,6.89,2.37
138,2024-12-01 15:57:08,DPDFDC_CFT_20241201_0540.WPD,41,2024-12-01 05:40:00,6.05,70.0,1033.53,6.38,2.41,6.53,2.39,6.34,2.44,6.63,2.39,6.63,2.39
140,2024-12-01 15:57:48,DPDFDC_CFT_20241201_0545.WPD,41,2024-12-01 05:45:00,6.18,71.99,1010.42,6.3,1.43,6.12,1.49,6.32,1.51,6.5,1.45,6.5,1.45
142,2024-12-01 15:58:18,DPDFDC_CFT_20241201_0550.WPD,41,2024-12-01 05:50:00,6.04,70.81,1009.95,6.48,355.24,6.38,343.37,6.53,355.94,6.74,7.56,6.74,7.56
144,2024-12-01 15:58:48,DPDFDC_CFT_20241201_0555.WPD,41,2024-12-01 05:55:00,6.39,72.81,1027.29,6.3,0.16,6.47,0.17,6.45,0.15,6.64,0.15,6.64,0.15
146,2024-12-01 15:59:28,DPDFDC_CFT_20241201_0600.WPD,41,2024-12-01 06:00:00,6.31,70.73,1006.98,6.31,343.0,6.34,5.97,6.44,5.16,6.5,11.84,6.5,11.84
148,2024-12-01 15:59:58,DPDFDC_CFT_20241201_0605.WPD,41,2024-12-01 06:05:00,6.33,68.97,1015.27,6.39,0.68,6.47,0.64,6.34,0.68,6.57,0.63,6.57,0.63
150,2024-12-01 16:00:28,DPDFDC_CFT_20241201_0610.WPD,41,2024-12-01 06:10:00,6.4,70.26,1001.43,6.28,2.68,6.2,2.67,6.41,2.52,6.56,2.5,6.56,2.5
